id,name,team,position,price,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,points_per_game,selected_by_percent,transfers_in,transfers_out
362,Jacquet,Liverpool,DEF,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0,0
363,Leoni,Liverpool,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
364,Tsimikas,Liverpool,DEF,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
365,Ramsay,Liverpool,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
366,Wirtz,Liverpool,MID,7.5,125,2374,5,4,10,32,1,0,0,17,521,526.4,908.2,665.0,210.0,0.0,3.8,10.8,0,0
367,Gakpo,Liverpool,MID,7.0,131,2736,7,5,10,39,3,0,0,5,449,540.4,714.7,831.0,208.4,0.0,3.6,3.4,0,0
368,Szoboszlai,Liverpool,MID,7.0,160,3232,6,7,9,52,8,1,0,21,780,867.8,1324.6,417.0,260.9,0.0,4.4,48.2,0,0
369,Ngumoha,Liverpool,MID,6.0,43,547,2,1,2,12,0,0,0,4,188,176.0,222.8,203.0,60.1,0.0,2.3,1.7,0,0
370,Chiesa,Liverpool,MID,5.5,37,317,2,1,0,9,3,0,0,0,135,122.0,47.5,182.0,34.9,0.0,1.4,0.2,0,0
371,Gravenberch,Liverpool,MID,6.0,144,2991,5,5,9,42,5,0,0,17,671,687.0,497.2,220.0,140.1,0.0,4.0,1.9,0,0
372,Mac Allister,Liverpool,MID,5.5,108,2654,2,5,7,41,7,0,0,9,490,475.4,562.2,365.0,139.9,0.0,2.9,1.9,0,0
373,C.Jones,Liverpool,MID,5.5,81,1923,1,3,3,37,2,0,0,6,447,407.4,412.1,227.0,104.6,0.0,2.4,0.1,0,0
374,Endo,Liverpool,MID,5.0,12,170,0,1,1,5,1,0,0,0,49,56.0,18.1,6.0,8.0,0.0,1.5,0.0,0,0
375,Nyoni,Liverpool,MID,5.0,6,21,0,0,0,1,0,0,0,0,11,4.2,13.4,4.0,2.1,0.0,1.0,0.0,0,0
376,Bajcetic,Liverpool,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
377,Munoz,Liverpool,MID,6.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0
378,McConnell,Liverpool,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
379,Isak,Liverpool,FWD,9.0,41,694,3,1,1,9,0,0,0,4,140,146.4,39.2,191.0,36.9,0.0,2.9,11.5,0,0
380,Ekitiké,Liverpool,FWD,7.5,125,1797,11,4,7,25,0,0,0,22,433,525.8,307.2,739.0,156.2,0.0,4.5,0.2,0,0
381,Koumas,Liverpool,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
382,Danns,Liverpool,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
383,Elliott,Liverpool,MID,5.5,5,110,0,0,0,2,0,0,0,0,17,11.8,31.7,31.0,7.4,0.0,1.0,0.1,0,0
238,Grealish,Man City,MID,6.5,79,1627,2,6,7,23,3,1,0,12,356,374.2,520.5,397.0,129.2,0.0,4.0,0.3,0,0
384,Donnarumma,Man City,GKP,5.5,135,3060,0,0,15,29,8,0,78,5,567,666.6,10.3,2.0,68.0,0.0,4.0,11.1,0,0
385,Trafford,Man City,GKP,5.0,13,360,0,0,1,6,0,0,14,0,67,118.0,0.0,0.0,11.9,0.0,3.2,1.5,0,0
386,Bettinelli,Man City,GKP,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
387,O'Reilly,Man City,DEF,6.5,160,2643,5,4,14,25,5,0,0,10,567,653.8,413.9,573.0,164.1,0.0,4.7,23.4,0,0
388,Guéhi,Man City,DEF,6.0,179,3150,3,5,14,35,6,0,0,14,688,901.6,304.6,402.0,160.9,0.0,5.1,24.3,0,0
389,Matheus N.,Man City,DEF,6.0,154,2861,1,8,12,28,5,0,0,16,676,696.0,545.0,131.0,137.6,0.0,4.5,5.3,0,0
390,Rúben,Man City,DEF,5.5,113,2139,2,0,12,22,3,0,0,4,453,560.8,152.2,96.0,81.0,0.0,4.3,1.4,0,0
391,Gvardiol,Man City,DEF,5.5,79,1370,2,2,6,13,2,0,0,5,303,369.0,109.5,218.0,69.8,0.0,4.4,8.9,0,0
392,Aït-Nouri,Man City,DEF,5.5,60,971,0,2,5,8,2,0,0,9,237,195.6,216.4,90.0,50.2,0.0,3.5,0.9,0,0
393,Khusanov,Man City,DEF,5.5,67,1427,0,0,6,13,2,0,0,3,293,299.0,112.2,26.0,43.9,0.0,3.2,2.0,0,0
394,Alleyne,Man City,DEF,5.0,5,135,0,0,0,1,0,0,0,0,27,34.0,14.8,26.0,7.5,0.0,2.5,0.0,0,0
395,Lewis,Man City,DEF,4.5,19,401,0,1,1,7,2,0,0,2,72,70.8,112.5,55.0,23.8,0.0,1.7,0.2,0,0
396,Vitor Reis,Man City,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
397,Semenyo,Man City,MID,8.5,202,3200,17,6,12,52,7,0,0,18,678,923.2,607.4,1047.0,257.7,0.0,5.5,20.9,0,0
398,Foden,Man City,MID,7.0,131,2078,7,5,11,19,4,0,0,13,563,583.2,918.8,520.0,201.9,0.0,4.0,7.3,0,0
399,Cherki,Man City,MID,7.5,135,1772,4,13,8,18,1,0,0,16,580,604.2,996.6,579.0,218.1,0.0,4.1,9.6,0,0
400,Doku,Man City,MID,7.5,120,1773,5,8,8,18,0,0,0,15,526,540.2,841.6,645.0,202.5,0.0,4.0,6.4,0,0
401,Marmoush,Man City,FWD,7.0,56,691,3,3,4,5,3,0,0,5,182,203.2,159.8,284.0,64.4,0.0,2.7,0.6,0,0
402,Rodrigo,Man City,MID,6.5,69,1510,1,1,5,15,3,0,0,6,350,358.0,421.5,122.0,90.3,0.0,3.3,0.1,0,0
403,Savinho,Man City,MID,6.5,43,817,1,2,3,7,2,0,0,1,140,138.6,198.4,321.0,65.8,0.0,1.8,0.1,0,0
404,Reijnders,Man City,MID,6.0,92,1623,5,3,7,18,2,0,0,6,337,340.0,347.8,435.0,111.2,0.0,3.3,0.4,0,0
405,N.Gonzalez,Man City,MID,5.5,63,1561,1,0,7,18,6,0,0,1,337,309.8,234.1,72.0,61.5,0.0,2.5,0.1,0,0
406,Kovačić,Man City,MID,5.5,9,125,0,1,0,3,0,0,0,0,41,46.0,65.5,3.0,11.5,0.0,1.5,0.0,0,0
407,Echeverri,Man City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
408,Phillips,Man City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
409,Mukasa,Man City,MID,4.5,2,25,0,0,0,0,0,0,0,0,5,4.2,28.3,4.0,3.7,0.0,1.0,0.1,0,0
410,Monga,Man City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
411,Haaland,Man City,FWD,15.5,239,2953,27,8,13,32,2,0,0,43,952,1180.4,320.1,1520.0,302.3,0.0,6.8,75.2,0,0
481,Anderson,Man City,MID,6.5,180,3332,4,5,10,50,8,0,0,16,795,915.2,961.5,310.0,219.0,0.0,4.7,12.1,0,0
43,Tielemans,Man Utd,MID,6.0,68,1857,0,4,4,27,0,0,0,3,417,432.0,513.6,184.0,113.1,0.0,2.7,0.9,0,0
162,Andrey Santos,Man Utd,MID,5.0,47,1247,1,0,1,18,4,0,0,3,257,229.6,153.9,91.0,47.5,0.0,1.7,1.5,0,0
325,Darlow,Man Utd,GKP,4.5,71,1980,0,0,5,27,1,0,63,3,334,531.4,0.0,0.0,53.4,0.0,3.2,0.1,0,0
412,Lammens,Man Utd,GKP,5.0,109,2880,0,0,8,39,0,0,79,11,413,635.6,0.0,2.0,63.7,0.0,3.4,20.2,0,0
413,Bayindir,Man Utd,GKP,4.5,11,540,0,0,0,11,0,0,13,0,49,118.4,10.0,0.0,12.8,0.0,1.8,0.2,0,0
414,Heaton,Man Utd,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
415,Dorgu,Man Utd,MID,6.0,95,1440,4,4,4,20,5,0,0,11,321,469.0,394.2,341.0,120.3,0.0,3.7,2.0,0,0
416,De Ligt,Man Utd,DEF,5.0,43,1170,1,0,1,20,0,0,0,5,169,276.6,60.2,122.0,45.7,0.0,3.3,0.0,0,0
417,Dalot,Man Utd,DEF,5.0,111,2609,1,6,7,40,5,0,0,9,414,535.8,458.5,202.0,119.6,0.0,3.3,3.1,0,0
418,Maguire,Man Utd,DEF,5.0,90,1649,1,2,7,20,3,1,0,5,315,381.6,62.5,184.0,63.0,0.0,3.9,7.2,0,0
419,Martinez,Man Utd,DEF,5.0,51,1229,0,0,5,15,0,1,0,3,241,302.8,94.9,19.0,42.0,0.0,2.8,0.9,0,0
420,Yoro,Man Utd,DEF,5.0,56,1730,0,1,2,33,1,0,0,1,191,327.0,83.1,124.0,53.2,0.0,1.8,0.6,0,0
421,Heaven,Man Utd,DEF,4.5,42,920,0,1,2,15,2,0,0,3,164,233.6,32.0,26.0,29.1,0.0,2.5,0.3,0,0
422,Mazraoui,Man Utd,DEF,4.5,53,977,0,0,5,10,3,0,0,6,233,209.0,122.4,37.0,36.8,0.0,2.6,0.8,0,0
423,Shaw,Man Utd,DEF,4.5,113,3220,1,1,10,45,9,0,0,3,449,560.2,314.8,97.0,97.4,0.0,3.0,24.1,0,0
424,Amass,Man Utd,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
425,Fredricson,Man Utd,DEF,4.0,1,2,0,0,0,0,0,0,0,0,4,4.0,0.0,0.0,0.4,0.0,1.0,0.1,0,0
426,B.Fernandes,Man Utd,MID,12.0,235,3065,9,24,7,46,5,0,0,41,1008,1258.0,1938.5,614.0,381.4,0.0,6.7,48.8,0,0
427,Mbeumo,Man Utd,MID,8.0,148,2611,11,3,8,37,4,0,0,16,528,628.8,803.1,882.0,231.4,0.0,4.5,13.6,0,0
428,Cunha,Man Utd,MID,8.0,143,2493,10,4,8,35,4,0,0,14,591,675.8,545.4,801.0,202.5,0.0,4.3,15.2,0,0
429,Rashford,Man Utd,MID,7.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0
430,Mount,Man Utd,MID,5.5,58,1010,3,0,5,15,2,0,0,3,201,201.2,214.1,165.0,58.0,0.0,2.5,0.1,0,0
431,Amad,Man Utd,MID,6.0,91,2339,2,5,6,33,2,0,0,7,463,436.6,596.1,600.0,163.5,0.0,2.8,1.5,0,0
432,Mainoo,Man Utd,MID,5.5,73,1653,1,2,6,22,2,0,0,2,340,365.0,360.1,94.0,82.1,0.0,2.6,1.3,0,0
433,Ugarte,Man Utd,MID,5.0,38,876,0,0,1,23,1,0,0,0,183,167.2,83.6,48.0,29.8,0.0,1.7,0.0,0,0
434,J.Fletcher,Man Utd,MID,5.0,3,107,0,0,0,0,0,0,0,0,10,18.6,24.4,5.0,4.8,0.0,1.0,0.0,0,0
435,Lacey,Man Utd,MID,5.0,3,40,0,0,0,0,0,0,0,0,9,4.0,2.1,16.0,1.7,0.0,1.0,0.1,0,0
436,Collyer,Man Utd,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
437,Bendito Mantato,Man Utd,MID,4.5,1,15,0,0,0,0,0,0,0,0,3,2.2,11.7,0.0,1.4,0.0,1.0,0.2,0,0
438,Fletcher,Man Utd,MID,4.5,2,17,0,0,0,0,0,0,0,0,6,0.8,3.0,0.0,0.3,0.0,1.0,0.3,0,0
439,Šeško,Man Utd,FWD,7.0,111,1630,11,2,2,30,2,0,0,19,405,483.8,156.1,803.0,143.4,0.0,3.7,3.1,0,0
440,Zirkzee,Man Utd,FWD,5.5,42,607,2,1,2,8,3,0,0,6,146,164.4,177.7,245.0,58.3,0.0,1.8,0.7,0,0
441,Obi,Man Utd,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0
442,Pope,Newcastle,GKP,5.0,96,2416,0,1,7,38,2,0,89,3,414,671.0,0.0,35.0,70.7,0.0,3.6,1.1,0,0
443,Gillespie,Newcastle,GKP,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
444,Jaouen,Newcastle,GKP,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
445,Thiaw,Newcastle,DEF,5.0,126,2963,4,0,5,52,4,0,0,12,436,868.0,114.3,409.0,138.9,0.0,3.6,2.3,0,0
446,Schär,Newcastle,DEF,5.0,51,1089,0,0,4,13,1,0,0,0,186,291.2,63.6,108.0,46.4,0.0,3.2,0.1,0,0
447,Botman,Newcastle,DEF,5.0,89,1834,1,1,5,27,2,0,0,6,332,597.0,85.8,190.0,87.4,0.0,3.6,0.4,0,0
448,Burn,Newcastle,DEF,5.0,93,2195,1,3,6,36,9,1,0,5,286,525.8,107.3,186.0,82.1,0.0,3.2,2.7,0,0
449,Hall,Newcastle,DEF,5.0,79,2176,1,2,4,39,4,0,0,4,347,550.2,433.6,196.0,118.0,0.0,2.6,4.3,0,0
450,Livramento,Newcastle,DEF,5.0,59,1326,0,1,6,14,1,0,0,3,252,219.4,199.7,42.0,46.1,0.0,3.5,0.1,0,0
451,A.Murphy,Newcastle,DEF,4.0,2,7,0,0,0,1,0,0,0,0,3,10.2,0.6,2.0,1.3,0.0,1.0,0.8,0,0
452,Bruno G.,Newcastle,MID,7.0,154,2456,9,7,6,37,6,0,0,22,681,782.4,756.7,488.0,202.9,0.0,5.3,8.1,0,0
453,Barnes,Newcastle,MID,6.0,106,1951,7,1,5,31,1,0,0,9,349,404.0,387.5,682.0,147.0,0.0,2.9,1.2,0,0
454,Elanga,Newcastle,MID,6.0,48,1302,0,1,2,28,0,0,0,0,179,130.4,266.7,185.0,57.8,0.0,1.5,0.7,0,0
456,J.Ramsey,Newcastle,MID,5.0,62,1441,2,3,1,31,3,1,0,3,303,304.4,330.3,165.0,79.9,0.0,2.2,0.5,0,0
457,J.Murphy,Newcastle,MID,6.0,82,1606,3,2,8,20,2,0,0,5,314,330.8,393.7,346.0,106.0,0.0,2.5,0.2,0,0
458,Joelinton,Newcastle,MID,5.5,73,1950,2,1,5,27,10,0,0,2,304,324.4,296.3,329.0,95.0,0.0,2.7,0.0,0,0
459,L.Miley,Newcastle,MID,5.5,72,1493,1,4,2,22,0,0,0,5,334,342.6,251.4,136.0,73.0,0.0,3.1,0.0,0,0
460,Willock,Newcastle,MID,5.0,38,972,0,2,3,18,3,0,0,0,166,145.4,205.8,204.0,55.5,0.0,1.6,0.1,0,0
461,Touré,Newcastle,MID,6.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
462,Steur,Newcastle,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
463,Woltemade,Newcastle,FWD,6.0,108,1896,8,4,8,29,0,0,0,12,399,447.2,314.4,425.0,117.5,0.0,3.3,1.7,0,0
464,Wissa,Newcastle,FWD,6.0,27,517,1,1,1,11,3,0,0,0,70,58.0,46.7,163.0,25.5,0.0,1.4,1.4,0,0
465,Osula,Newcastle,FWD,6.0,76,805,7,1,2,14,0,0,0,13,284,256.6,82.6,284.0,62.2,0.0,3.2,2.0,0,0
466,Neave,Newcastle,FWD,4.5,1,13,0,0,0,1,0,0,0,0,2,0.0,0.0,5.0,0.5,0.0,1.0,0.7,0,0
559,Bamba,Newcastle,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
467,Sels,Nott'm Forest,GKP,5.0,105,2667,0,0,7,39,2,0,95,3,431,730.0,10.0,0.0,74.0,0.0,3.4,1.4,0,0
468,John,Nott'm Forest,GKP,4.5,11,437,0,0,1,8,1,0,6,0,32,56.4,0.0,0.0,5.7,0.0,2.2,0.1,0,0
469,N.Williams,Nott'm Forest,DEF,5.0,128,3203,2,3,9,48,6,1,0,15,531,804.0,572.3,380.0,175.6,0.0,3.5,13.4,0,0
470,Morato,Nott'm Forest,DEF,5.0,53,1340,1,0,2,23,5,0,0,1,190,371.2,37.6,96.0,50.5,0.0,2.5,0.1,0,0
471,Milenković,Nott'm Forest,DEF,5.5,119,3375,0,1,9,51,6,0,0,2,401,680.4,66.9,120.0,86.9,0.0,3.1,2.2,0,0
472,Murillo,Nott'm Forest,DEF,5.5,83,2130,1,0,6,29,5,0,0,3,333,542.2,115.5,82.0,74.0,0.0,3.3,0.2,0,0
473,Aina,Nott'm Forest,DEF,4.5,67,1587,0,2,6,19,3,0,0,5,264,285.2,160.3,58.0,50.5,0.0,3.7,4.9,0,0
474,Jair Cunha,Nott'm Forest,DEF,4.5,13,514,0,0,0,7,0,0,0,0,48,98.0,15.2,29.0,14.2,0.0,1.4,0.7,0,0
475,Savona,Nott'm Forest,DEF,4.5,39,1025,2,0,3,18,2,0,0,0,131,216.6,123.2,94.0,43.5,0.0,2.8,0.0,0,0
476,O.Richards,Nott'm Forest,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
477,Abbott,Nott'm Forest,DEF,4.0,3,165,0,0,0,4,0,0,0,0,3,25.4,6.4,0.0,3.2,0.0,1.0,0.2,0,0
478,Netz,Nott'm Forest,DEF,4.5,11,353,0,0,0,5,0,0,0,0,33,63.4,30.1,10.0,10.4,0.0,1.6,0.0,0,0
479,Bindon,Nott'm Forest,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
480,Gibbs-White,Nott'm Forest,MID,8.0,188,3101,15,4,10,45,1,0,0,18,712,843.8,747.7,836.0,242.5,0.0,5.1,12.2,0,0
482,Hudson-Odoi,Nott'm Forest,MID,6.0,88,1838,3,4,6,26,0,0,0,8,358,366.6,611.7,330.0,130.6,0.0,2.9,0.0,0,0
483,Ndoye,Nott'm Forest,MID,5.5,50,1167,1,2,2,17,1,0,0,4,178,166.4,217.7,180.0,56.6,0.0,2.1,0.6,0,0
484,Hutchinson,Nott'm Forest,MID,5.5,82,1676,1,7,6,24,1,0,0,3,329,333.6,527.1,356.0,121.6,0.0,2.6,0.2,0,0
485,Bakwa,Nott'm Forest,MID,5.5,26,549,0,2,2,10,1,0,0,1,100,86.4,178.8,95.0,35.6,0.0,1.9,0.0,0,0
486,McAtee,Nott'm Forest,MID,5.5,17,288,0,1,0,9,1,0,0,0,60,51.6,82.0,39.0,17.3,0.0,1.2,0.1,0,0
487,Dominguez,Nott'm Forest,MID,5.0,48,1168,1,1,3,20,3,0,0,3,229,264.8,193.5,138.0,59.7,0.0,1.8,0.1,0,0
488,Sangaré,Nott'm Forest,MID,5.0,89,2073,2,2,8,26,5,0,0,2,366,434.4,205.9,126.0,76.8,0.0,3.2,0.4,0,0
489,Yates,Nott'm Forest,MID,4.5,30,602,0,2,0,7,3,0,0,0,123,139.0,79.7,55.0,27.2,0.0,1.4,7.6,0,0
490,Wood,Nott'm Forest,FWD,6.0,41,896,3,0,2,14,0,0,0,4,145,139.0,88.4,266.0,48.0,0.0,2.7,1.8,0,0
491,Igor Jesus,Nott'm Forest,FWD,6.0,114,2293,6,6,9,37,2,0,0,13,407,420.6,240.7,726.0,136.4,0.0,3.1,4.5,0,0
492,Awoniyi,Nott'm Forest,FWD,5.5,43,480,4,2,1,4,2,0,0,4,170,177.2,79.0,235.0,48.4,0.0,2.5,0.4,0,0
493,Kalimuendo,Nott'm Forest,FWD,5.5,9,89,0,0,0,3,0,0,0,0,24,6.8,17.7,39.0,6.3,0.0,1.0,0.1,0,0
558,Schlager,Nott'm Forest,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
112,Van Hecke,Spurs,DEF,5.0,148,3210,3,3,10,44,9,0,0,8,575,980.6,240.4,295.0,152.0,0.0,4.1,8.1,0,0
455,Tonali,Spurs,MID,5.5,81,2534,0,2,7,38,4,0,0,2,477,398.0,534.1,198.0,113.4,0.0,2.3,3.0,0,0
494,Vicario,Spurs,GKP,4.5,90,2790,0,0,7,50,1,0,83,6,412,709.2,10.1,0.0,72.2,0.0,2.9,1.6,0,0
495,Austin,Spurs,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0
496,Kinsky,Spurs,GKP,4.5,20,630,0,0,2,7,1,0,10,0,76,102.6,0.0,0.0,10.3,0.0,2.9,17.3,0,0
497,Dubravka,Spurs,GKP,4.0,96,3150,0,0,4,71,1,0,127,7,436,976.4,0.0,0.0,97.9,0.0,2.7,24.9,0,0
498,Senesi,Spurs,DEF,6.0,175,3288,0,6,11,53,8,0,0,14,571,1114.4,367.8,201.0,168.6,0.0,4.7,11.1,0,0
499,Pedro Porro,Spurs,DEF,5.5,117,2793,1,3,9,40,10,0,0,8,502,690.2,881.7,202.0,177.5,0.0,3.4,23.9,0,0
500,Romero,Spurs,DEF,5.0,91,1869,4,1,5,33,9,2,0,10,305,574.8,133.6,223.0,93.2,0.0,4.0,1.1,0,0
501,Danso,Spurs,DEF,5.0,63,1489,0,0,4,25,8,0,0,1,219,407.0,49.5,96.0,55.5,0.0,2.6,0.2,0,0
502,Robertson,Spurs,DEF,4.5,55,1165,1,0,4,16,0,0,0,4,216,239.8,318.8,121.0,68.2,0.0,2.3,1.7,0,0
503,Van de Ven,Spurs,DEF,5.0,116,3041,4,1,9,50,9,1,0,10,431,683.4,95.2,218.0,99.6,0.0,3.3,6.4,0,0
505,Spence,Spurs,DEF,4.5,78,2049,0,0,9,31,4,0,0,3,271,291.0,209.7,207.0,70.5,0.0,2.6,10.1,0,0
506,Udogie,Spurs,DEF,4.5,29,1335,0,1,1,25,4,0,0,1,121,207.2,187.0,103.0,49.8,0.0,1.4,0.4,0,0
507,Phillips,Spurs,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
508,Davies,Spurs,DEF,4.0,10,136,1,0,0,3,1,0,0,1,29,67.4,22.2,52.0,14.2,0.0,3.3,0.7,0,0
509,Byfield,Spurs,DEF,4.0,1,1,0,0,0,0,0,0,0,0,3,0.4,0.5,0.0,0.1,0.0,1.0,0.1,0,0
510,Rowswell,Spurs,DEF,4.0,1,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0,0
511,Souza,Spurs,DEF,4.0,3,142,0,0,0,3,1,0,0,0,0,12.8,31.9,17.0,6.2,0.0,0.8,0.3,0,0
512,Kudus,Spurs,MID,6.5,75,1535,2,6,7,20,3,0,0,7,257,333.4,413.8,302.0,104.7,0.0,3.9,0.3,0,0
513,Xavi,Spurs,MID,6.0,80,1747,2,5,4,36,5,1,0,7,345,349.6,533.8,255.0,113.9,0.0,2.9,0.0,0,0
514,Tel,Spurs,MID,6.0,78,1334,4,2,3,23,1,0,0,7,266,303.4,457.2,312.0,107.6,0.0,2.5,0.3,0,0
515,Maddison,Spurs,MID,6.5,3,34,0,0,0,0,0,0,0,0,5,2.8,9.5,15.0,2.8,0.0,1.0,2.4,0,0
516,Bentancur,Spurs,MID,5.5,86,1880,1,1,8,25,7,0,0,4,366,349.0,197.8,124.0,67.4,0.0,3.3,0.1,0,0
517,Odobert,Spurs,MID,5.5,46,972,0,2,2,13,0,0,0,6,176,158.8,284.3,234.0,67.6,0.0,1.9,0.0,0,0
518,P.M.Sarr,Spurs,MID,5.0,71,1388,2,4,3,23,3,0,0,2,313,336.0,188.3,156.0,68.2,0.0,2.7,0.4,0,0
519,Gallagher,Spurs,MID,5.5,44,1183,1,1,2,23,2,0,0,3,211,190.6,205.9,154.0,55.1,0.0,2.8,0.2,0,0
520,Bergvall,Spurs,MID,5.5,49,955,1,3,3,18,2,0,0,0,163,164.6,106.4,147.0,41.5,0.0,2.1,0.2,0,0
521,Kulusevski,Spurs,MID,6.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
522,Gray,Spurs,MID,5.0,61,1471,2,2,5,28,5,0,0,6,237,259.4,138.1,158.0,55.5,0.0,2.5,0.2,0,0
523,Moore,Spurs,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
524,Olusesi,Spurs,MID,4.5,1,14,0,0,0,0,0,0,0,0,3,0.6,1.8,0.0,0.2,0.0,1.0,0.9,0,0
525,Fernandes,Spurs,MID,6.0,135,3017,3,4,8,50,7,0,0,7,659,657.2,622.8,183.0,146.3,0.0,3.8,4.2,0,0
526,Solanke,Spurs,FWD,6.0,40,997,3,0,0,21,1,0,0,4,187,205.0,84.1,339.0,62.7,0.0,2.7,2.9,0,0
527,Richarlison,Spurs,FWD,6.0,119,1954,11,4,7,27,5,0,0,17,505,602.6,239.6,815.0,165.2,0.0,3.7,1.6,0,0
528,Scarlett,Spurs,FWD,4.5,2,7,0,0,0,0,0,0,0,0,5,1.0,4.1,2.0,0.7,0.0,1.0,1.8,0,0
529,Roefs,Sunderland,GKP,5.0,136,3150,0,0,10,46,4,0,109,12,573,881.6,50.0,0.0,93.1,0.0,3.9,5.5,0,0
530,Patterson,Sunderland,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0,0
531,Ellborg,Sunderland,GKP,4.5,16,270,0,0,1,2,0,0,10,3,62,73.6,0.0,0.0,7.4,0.0,5.3,0.1,0,0
532,Ballard,Sunderland,DEF,5.0,116,2144,2,2,6,35,4,1,0,9,340,662.8,181.2,370.0,121.5,0.0,4.0,3.0,0,0
533,Mukiele,Sunderland,DEF,5.5,151,2784,3,5,9,40,5,0,0,11,489,733.6,353.1,242.0,132.9,0.0,4.7,7.7,0,0
534,Hume,Sunderland,DEF,4.5,110,3032,2,1,9,42,9,0,0,6,383,547.8,421.3,248.0,120.9,0.0,2.9,1.5,0,0
535,Alderete,Sunderland,DEF,5.0,125,2797,1,1,10,40,6,0,0,5,400,749.0,138.1,279.0,117.0,0.0,3.8,1.2,0,0
536,Reinildo,Sunderland,DEF,4.5,74,1966,0,2,6,27,7,1,0,6,281,376.4,130.2,39.0,54.7,0.0,3.0,0.5,0,0
537,Seelt,Sunderland,DEF,4.5,2,133,0,0,0,2,0,0,0,0,11,33.6,2.4,0.0,3.6,0.0,1.0,0.0,0,0
538,Hjelde,Sunderland,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
